"syn"	"gene"
"potassium voltage-gated channel subfamily A member 6::potassium voltage-gated channel, shaker-related subfamily, member 6::voltage-gated potassium channel HBK2::voltage-gated potassium channel protein Kv1.6::voltage-gated potassium channel subunit Kv1.6::HBK2::FLJ25134::KV1.6::human brain potassium channel-2"	"KCNA6"
"HAK6::KV1.7::potassium voltage-gated channel subfamily A member 7::potassium voltage-gated channel, shaker-related subfamily, member 7::voltage-dependent potassium channel Kv1.7::voltage-gated potassium channel KCNA7::voltage-gated potassium channel subunit Kv1.7"	"KCNA7"
"potassium channel beta 3 chain::potassium channel beta3 subunit::potassium channel shaker chain beta 1a::potassium voltage-gated channel beta subunit::potassium voltage-gated channel, shaker-related subfamily, beta member 1::voltage-gated potassium channel beta-1 subunit::voltage-gated potassium channel subunit beta-1::AKR6A3::KV-BETA-1::Kvb1.3::K(+) channel subunit beta-1::KCNA1B::hKvb3::hKvBeta3"	"KCNAB1"
"RP1-233K16.1::voltage-gated potassium channel subunit beta-2::HKvbeta2::HKvbeta2.1::HKvbeta2.2::K(+) channel subunit beta-2::K+ channel beta-2 subunit::KCNA2B::KV-BETA-2::MGC117289::OTTHUMP00000000874::OTTHUMP00000000875::OTTHUMP00000000877::potassium channel shaker chain beta 2::potassium voltage-gated channel, shaker-related subfamily, beta member 2::AKR6A5"	"KCNAB2"
"MGC116886::potassium channel, voltage-dependent, beta-3 subunit::potassium voltage-gated channel, shaker-related subfamily, beta member 3::AKR6A9::K(+) channel subunit beta-3::K+ channel beta-3 subunit::KCNA3.1B::KCNA3B::KV-BETA-3::voltage-gated potassium channel subunit beta-3"	"KCNAB3"
"OTTHUMP00000031697::potassium channel protein DRK1::potassium voltage-gated channel subfamily B member 1::potassium voltage-gated channel, Shab-related subfamily, member 1::KV2.1::h-DRK1::h-DRK1 K(+) channel::voltage-gated potassium channel::voltage-gated potassium channel subunit Kv2.1::delayed rectifier potassium channel 1::delayed rectifier potassium channel Kv2.1::DRK1"	"KCNB1"
"potassium channel Kv2.2::potassium voltage-gated channel subfamily B member 2::potassium voltage-gated channel, Shab-related subfamily, member 2::voltage-gated potassium channel subunit Kv2.2::KV2.2::delayed rectifier potassium channel protein"	"KCNB2"
"KV3.1::KV4::FLJ41162::FLJ42249::FLJ43491::potassium voltage-gated channel subfamily C member 1::potassium voltage-gated channel, Shaw-related subfamily, member 1::MGC129855::NGK2::voltage-gated potassium channel protein KV3.1::voltage-gated potassium channel subunit Kv3.1::voltage-gated potassium channel subunit Kv4::Shaw-related voltage-gated potassium channel protein 1"	"KCNC1"
"Shaw-related voltage-gated potassium channel protein 2::voltage-gated potassium channel Kv3.2::KV3.2::potassium voltage-gated channel subfamily C member 2::potassium voltage-gated channel, Shaw-related subfamily, member 2::MGC138196"	"KCNC2"
"potassium voltage-gated channel subfamily C member 3::potassium voltage-gated channel, Shaw-related subfamily, member 3::voltage-gated potassium channel protein KV3.3::voltage-gated potassium channel subunit Kv3.3::SCA13::Shaw-related voltage-gated potassium channel protein 3::KSHIIID::KV3.3"	"KCNC3"
"KSHIIIC::KV3.4::K+ channel subunit::HKSHIIIC::potassium voltage-gated channel subfamily C member 4::potassium voltage-gated channel, Shaw-related subfamily, member 4::MGC126818::C1orf30::Shaw-related voltage-gated potassium channel protein 4::voltage-gated potassium channel subunit KV3.4"	"KCNC4"
"voltage-gated potassium channel Kv4.1::voltage-gated potassium channel subunit Kv4.1::shal-type potassium channel::OTTHUMP00000025805::potassium voltage-gated channel subfamily D member 1::potassium voltage-gated channel, Shal-related subfamily, member 1::KV4.1"	"KCND1"
"KV4.2::KIAA1044::potassium voltage-gated channel subfamily D member 2::potassium voltage-gated channel, Shal-related subfamily, member 2::MGC119702::MGC119703::voltage-gated potassium channel Kv4.2::voltage-gated potassium channel subunit Kv4.2::voltage-sensitive potassium channel::RK5"	"KCND2"
"sha1-related potassium channel Kv4.3::voltage-gated K+ channel::voltage-gated potassium channel Kv4.3::voltage-gated potassium channel subunit Kv4.3::RP4-773A18.7::MGC142035::MGC142037::potassium ionic channel Kv4.3::potassium voltage-gated channel subfamily D member 3::potassium voltage-gated channel, Shal-related subfamily, member 3::OTTHUMP00000013771::OTTHUMP00000013772::OTTHUMP00000063948::KCND3L::KCND3S::KSHIVB::KV4.3"	"KCND3"
"ISK::JLNS::JLNS2::IKs producing slow voltage-gated potassium channel subunit beta Mink::LQT2/5::LQT5::FLJ38123::FLJ18426::FLJ94103::OTTHUMP00000108623::OTTHUMP00000108624::OTTHUMP00000108625::OTTHUMP00000108626::MGC33114::potassium voltage-gated channel subfamily E member 1::potassium voltage-gated channel, Isk-related family, member 1::potassium voltage-gated channel, Isk-related subfamily, member 1::minimal potassium channel::MinK::voltage gated potassiun channel accessory subunit::cardiac delayed rectifier potassium channel protein::delayed rectifier potassium channel subunit IsK"	"KCNE1"
"OTTHUMP00000023845::potassium voltage-gated channel subfamily E member 1-like protein::potassium voltage-gated channel, Isk-related family, member 1-like::voltage-gated potassium channel accessory subunit 5::RP1-136J15.2::KCNE1-like::KCNE5::cardiac voltage-gated potassium channel accessory subunit 5::AMME syndrome candidate gene 2 protein::AMMECR2 protein"	"KCNE1L"
"LQT5::LQT6::ATFB4::cardiac voltage-gated potassium channel accessory subunit 2::voltage-gated K+ channel subunit MIRP1::potassium channel subunit beta MiRP1::potassium channel subunit, MiRP1::potassium voltage-gated channel subfamily E member 2::potassium voltage-gated channel, Isk-related family, member 2::MGC138292::MIRP1::minimum potassium ion channel-related peptide 1::MinK-related peptide 1::minK-related peptide-1"	"KCNE2"
"minimum potassium ion channel-related peptide 2::minK-related peptide 2::MiRP2::potassium channel subunit beta MiRP2::potassium voltage-gated channel subfamily E member 3::potassium voltage-gated channel, Isk-related family, member 3::MGC129924::MGC102685::HOKPP::HYPP::voltage-gated K+ channel subunit MIRP2::DKFZp781H21101::cardiac voltage-gated potassium channel accessory subunit"	"KCNE3"
"MGC20353::potassium channel subunit beta MiRP3::potassium voltage-gated channel subfamily E member 4::potassium voltage-gated channel, Isk-related family, member 4::MIRP3::minimum potassium ion channel-related peptide 3::MINK-related peptide 3::cardiac voltage-gated potassium channel accessory subunit 4"	"KCNE4"
"potassium channel KH1::potassium channel Kv5.1::potassium voltage-gated channel subfamily F member 1::potassium voltage-gated channel, subfamily F, member 1::MGC33316::IK8::KV5.1::kH1::KCNF::voltage-gated potassium channel subunit Kv5.1"	"KCNF1"
"voltage-gated potassium channel subunit Kv6.1::RP5-955M13.1::MGC12878::OTTHUMP00000043416::potassium channel KH2::potassium channel Kv6.1::potassium voltage-gated channel subfamily G member 1::potassium voltage-gated channel, subfamily G, member 1::K13::KCNG::KV6.1::kH2"	"KCNG1"
"potassium voltage-gated channel subfamily G member 2::potassium voltage-gated channel, subfamily G, member 2::OTTHUMP00000041994::KCNF2::KV6.2::voltage-gated potassium channel subunit Kv6.2::cardiac potassium channel subunit"	"KCNG2"
"KV10.1::KV6.3::voltage-gated potassium channel 6.3::voltage-gated potassium channel Kv10.1::voltage-gated potassium channel subunit Kv6.3::voltage-gated potassium channel subunit Kv6.4::OTTHUMP00000201478::OTTHUMP00000201479::OTTHUMP00000158764::potassium voltage-gated channel subfamily G member 3::potassium voltage-gated channel, subfamily G, member 3"	"KCNG3"
"potassium voltage-gated channel subfamily G member 4::potassium voltage-gated channel, subfamily G, member 4::potassium voltage-gated channel, subfamily G, member 4, isoform 1::MGC4558::MGC129609::KV6.3::KV6.4::voltage-gated potassium channel Kv6.3"	"KCNG4"
"Kv10.1::h-eag::hEAG1::ether-a-go-go potassium channel 1::ether-a-go-go, Drosophila, homolog of::EAG::EAG channel 1::EAG1::potassium channel, voltage-gated, subfamily H, member 1::potassium voltage-gated channel subfamily H member 1::potassium voltage-gated channel, subfamily H (eag-related), member 1::potassium voltage-gated channel, subfamily H, member 1::MGC142269::OTTHUMP00000034451::OTTHUMP00000034569"	"KCNH1"
"potassium voltage-gated channel subfamily H member 2::potassium voltage-gated channel, subfamily H (eag-related), member 2::ERG1::ether-a-go-go-related gene potassium channel 1::ether-a-go-go-related potassium channel protein::ether-a-go-go-related protein 1::HERG::hERG-1::HERG1::H-ERG::LQT2::Kv11.1::voltage-gated potassium channel subunit Kv11.1::voltage-gated potassium channel, subfamily H, member 2::SQT1::eag homolog::eag-related protein 1"	"KCNH2"
"voltage-gated potassium channel subunit Kv12.2::ether-a-go-go K(+) channel family member::ether-a-go-go-like potassium channel 2::Kv12.2::KIAA1282::potassium voltage-gated channel subfamily H member 3::potassium voltage-gated channel, subfamily H (eag-related), member 3::ELK channel 2::ELK2::brain-specific eag-like channel 1::BEC1"	"KCNH3"
"potassium voltage-gated channel subfamily H member 4::potassium voltage-gated channel, subfamily H (eag-related), member 4::potassium voltage-gated channel, subfamily H, member 4::Kv12.3::ether-a-go-go K(+) channel family member::ether-a-go-go-like potassium channel 1::BEC2::brain-specific eag-like channel 2::ELK channel 1::ELK1::voltage-gated potassium channel subunit Kv12.3"	"KCNH4"
"EAG2::potassium channel HEAG2::potassium voltage-gated channel subfamily H member 5::potassium voltage-gated channel, subfamily H (eag-related), member 5::potassium voltage-gated channel, subfamily H, member 5::voltage-gated potassium channel EAG2::voltage-gated potassium channel subunit Kv10.2::ether-a-go-go potassium channel 2::ether-a-go-go-related potassium channel 2::Kv10.2::hEAG2::H-EAG2"	"KCNH5"
"hERG-2::HERG2::Kv11.2::ERG-2::ERG2::ether-a-go-go related gene potassium channel 2::ether-a-go-go-related gene potassium channel 2::ether-a-go-go-related protein 2::potassium voltage-gated channel subfamily H member 6::potassium voltage-gated channel, subfamily H (eag-related), member 6::potassium voltage-gated channel, subfamily H, member 6::eag related protein 2::eag-related gene member 2::eag-related protein 2::voltage-gated potassium channel subunit Kv11.2"	"KCNH6"
"Kv11.3::HERG3::ERG3::ether-a-go-go related gene potassium channel 3::ether-a-go-go-related gene potassium channel 3::ether-a-go-go-related protein 3::potassium channel subunit HERG-3::potassium voltage-gated channel subfamily H member 7::potassium voltage-gated channel, subfamily H (eag-related), member 7::potassium voltage-gated channel, subfamily H, member 7::MGC45986::eag related protein 3::eag-related protein 3::voltage-gated potassium channel subunit Kv11.3"	"KCNH7"
"hElk1::Kv12.1::ether-a-go-go-like potassium channel 1::ether-a-go-go-like potassium channel 3::voltage-gated potassium channel subunit Kv12.1::potassium voltage-gated channel subfamily H member 8::potassium voltage-gated channel, subfamily H (eag-related), member 8::potassium voltage-gated channel, subfamily H, member 8::ELK::ELK channel 3::ELK1::elk3"	"KCNH8"
"potassium channel interacting protein 1::potassium channel-interacting protein 1::MGC95::Kv channel interacting protein 1::Kv channel-interacting protein 1::KCHIP1::vesicle APC-binding protein::VABP::A-type potassium channel modulatory protein 1"	"KCNIP1"
"KCHIP2::Kv channel interacting protein 2::Kv channel-interacting protein 2::cardiac voltage gated potassium channel modulatory subunit::cardiac voltage-gated potassium channel modulatory subunit::DKFZp566L1246::A-type potassium channel modulatory protein 2::potassium channel interacting protein 2::potassium channel-interacting protein 2::OTTHUMP00000020332::OTTHUMP00000020333::OTTHUMP00000020336::OTTHUMP00000020337::OTTHUMP00000020339::OTTHUMP00000020340::MGC17241"	"KCNIP2"
"calsenilin::calsenilin, presenilin-binding protein, EF hand transcription factor::A-type potassium channel modulatory protein 3::CSEN::DRE-antagonist modulator::DREAM::MGC18289::potassium channel interacting protein 3::Kv channel interacting protein 3::Kv channel interacting protein 3, calsenilin::kv channel-interacting protein 3::KCHIP3"	"KCNIP3"
"a-type potassium channel modulatory protein 4::CALP::calsenilin-like protein::Kv channel interacting protein 4::Kv channel-interacting protein 4::KCHIP4::OTTHUMP00000158705::potassium channel interacting protein 4::potassium channel-interacting protein 4::MGC44947"	"KCNIP4"
"ATP-regulated potassium channel ROM-K::ATP-sensitive inward rectifier potassium channel 1::inward rectifier K(+) channel Kir1.1::inwardly rectifying K+ channel::KIR1.1::potassium channel, inwardly rectifying subfamily J member 1::potassium inwardly-rectifying channel J1::potassium inwardly-rectifying channel, subfamily J, member 1::OTTHUMP00000045938::ROMK::ROMK1"	"KCNJ1"
"SESAME::OTTHUMP00000025748::potassium channel, inwardly rectifying subfamily J member 10::potassium inwardly-rectifying channel, subfamily J, member 10::ATP-dependent inwardly rectifying potassium channel Kir4.1::ATP-sensitive inward rectifier potassium channel 10::BIRK-10::glial ATP-dependent inwardly rectifying potassium channel KIR4.1::KIR1.2::KIR4.1::KCNJ13-PEN::inward rectifier K(+) channel Kir1.2::inward rectifier K+ channel KIR1.2::inwardly-rectifying potassium channel Kir1.2"	"KCNJ10"
"inward rectifier K(+) channel Kir6.2::inwardly rectifying potassium channel KIR6.2::KIR6.2::IKATP::HHF2::potassium channel inwardly rectifing subfamily J member 11::potassium channel, inwardly rectifying subfamily J member 11::potassium inwardly-rectifying channel J11::potassium inwardly-rectifying channel, subfamily J, member 11::PHHI::MGC133230::TNDM3::beta-cell inward rectifier subunit::BIR::ATP-sensitive inward rectifier potassium channel 11"	"KCNJ11"
"ATP-sensitive inward rectifier potassium channel 12::potassium channel, inwardly rectifying subfamily J member 12::potassium inwardly-rectifying channel, subfamily J, inhibitor 1::potassium inwardly-rectifying channel, subfamily J, member 12::Kir2.2::Kir2.2v::inward rectifier K(+) channel Kir2.2::inward rectifier K(+) channel Kir2.2v::inward rectifier K(+) channel Kir2.6::IRK-2::IRK2::kcnj12x::KCNJN1::FLJ14167::hIRK::hIRK1::hkir2.2x"	"KCNJ12"
"KIR1.4::KIR7.1::LCA16::inward rectifier K(+) channel Kir7.1::inward rectifier potassium channel 13::inwardly-rectifying potassium channel Kir7.1::potassium inwardly-rectifying channel J13::potassium inwardly-rectifying channel, subfamily J, member 13::MGC33328::OTTHUMP00000203613::SVD"	"KCNJ13"
"inward rectifier K(+) channel Kir2.4::inwardly rectifying potassium channel KIR2.4::IRK4::KIR2.4::ATP-sensitive inward rectifier potassium channel 14::MGC46111::potassium channel, inwardly rectifying subfamily J member 14::potassium inwardly-rectifying channel J14::potassium inwardly-rectifying channel, subfamily J, member 14"	"KCNJ14"
"potassium channel, inwardly rectifying subfamily J member 15::potassium inwardly-rectifying channel J15::potassium inwardly-rectifying channel, subfamily J, member 15::MGC13584::OTTHUMP00000115739::OTTHUMP00000115740::KIR1.3::KIR4.2::inward rectifier K(+) channel Kir1.3::inward rectifier K(+) channel Kir4.2::inward rectifier K+ channel KIR4.2::IRKK::ATP-sensitive inward rectifier potassium channel 15"	"KCNJ15"
"BIR9::MGC33717::potassium channel, inwardly rectifying subfamily J member 16::potassium inwardly-rectifying channel J16::potassium inwardly-rectifying channel, subfamily J, member 16::inward rectifier K(+) channel Kir5.1::inward rectifier K+ channel KIR5.1::inward rectifier potassium channel 16::KIR5.1"	"KCNJ16"
"SQT3::KIR2.1::inward rectifier K+ channel KIR2.1::inward rectifier potassium channel 2::IRK-1::IRK1::LQT7::HHBIRK1::HHIRK1::ATFB9::cardiac inward rectifier potassium channel::potassium inwardly-rectifying channel J2::potassium inwardly-rectifying channel, subfamily J, member 2"	"KCNJ2"
"hypothetical protein LOC400617::KCNJ2 antisense RNA 1 (head to head)"	"KCNJ2-AS1"
"potassium channel, inwardly rectifying subfamily J member 3::potassium inwardly-rectifying channel J3::potassium inwardly-rectifying channel subfamily J member 3 splice variant 1e::potassium inwardly-rectifying channel, subfamily J, member 3::G protein-activated inward rectifier potassium channel 1::GIRK-1::GIRK1::inward rectifier K(+) channel Kir3.1::inward rectifier K+ channel KIR3.1::KIR3.1::KGA"	"KCNJ3"
"Kir2.3::inward rectifier K(+) channel Kir2.3::inward rectifier K+ channel Kir2.3::inward rectifier potassium channel 4::IRK-3::IRK3::hippocampal inward rectifier potassium channel::HIR::HIRK2::HRK1::potassium channel, inwardly rectifying subfamily J member 4::potassium inwardly-rectifying channel J4::potassium inwardly-rectifying channel, subfamily J, member 4::OTTHUMP00000028922::MGC142066::MGC142068::RP3-434P1.2"	"KCNJ4"
"potassium inwardly-rectifying channel J5::potassium inwardly-rectifying channel, subfamily J, member 5::inward rectifier K+ channel KIR3.4::KATP1::KIR3.4::heart KATP channel::GIRK4::G protein-activated inward rectifier potassium channel 4::G protein-activated inward rectifier potassium channel 4 (GIRK4) (Potassium channel, inwardly rectifying, subfamily J, member 5) (Inward rectifier K+ channel Kir3.4) (Heart KATP channel) (KATP-1) (Cardiac inward rectifier) (CIR)...::LQT13::cardiac ATP-sensitive potassium channel::cardiac inward rectifier::CIR"	"KCNJ5"
"BIR1::potassium inwardly-rectifying channel J6::potassium inwardly-rectifying channel, subfamily J, member 6::MGC126596::OTTHUMP00000109101::KIR3.2::inward rectifier K(+) channel Kir3.2::inward rectifier potassium channel KIR3.2::KATP-2::KATP2::KCNJ7::hiGIRK2::G protein-activated inward rectifier potassium channel 2::GIRK-2::GIRK2"	"KCNJ6"
"KIR6.1::inward rectifier K(+) channel Kir6.1::inwardly rectifying potassium channel KIR6.1::ATP-sensitive inward rectifier potassium channel 8::uKATP-1::potassium channel, inwardly rectifying subfamily J member 8::potassium inwardly-rectifying channel J8::potassium inwardly-rectifying channel, subfamily J, member 8"	"KCNJ8"
"potassium channel, inwardly rectifying subfamily J member 9::potassium inwardly-rectifying channel subfamily J9::potassium inwardly-rectifying channel, subfamily J, member 9::OTTHUMP00000025747::inward rectifier K(+) channel Kir3.3::inwardly rectifier K+ channel KIR3.3::KIR3.3::GIRK-3::GIRK3::G protein-activated inward rectifier potassium channel 3::G protein-coupled inward rectifier potassium channel::RP11-536C5.1"	"KCNJ9"
